Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,Unnamed: 14_level_0,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,Unnamed: 21_level_0,% of FG Ast'd,% of FG Ast'd,Unnamed: 24_level_0,Dunks,Dunks,Unnamed: 27_level_0,Corner 3s,Corner 3s,Unnamed: 30_level_0,Heaves,Heaves
Rk,Player,Age,G,MP,FG%,Dist.,Unnamed: 7_level_1,2P,0-3,3-10,10-16,16-3P,3P,Unnamed: 14_level_1,2P,0-3,3-10,10-16,16-3P,3P,Unnamed: 21_level_1,2P,3P,Unnamed: 24_level_1,%FGA,#,Unnamed: 27_level_1,%3PA,3P%,Unnamed: 30_level_1,Att.,#
1,Mikal Bridges,27,56,1972,0.449,15.1,,0.585,0.185,0.168,0.17,0.063,0.415,,0.51,0.68,0.421,0.497,0.283,0.364,,0.491,0.867,,0.017,15,,0.361,0.415,,2,0
2,Spencer Dinwiddie,30,48,1474,0.391,17.0,,0.443,0.14,0.222,0.06,0.02,0.557,,0.48,0.643,0.441,0.333,0.2,0.32,,0.16,0.719,,0.016,5,,0.212,0.458,,2,0
3,Cam Thomas,22,47,1402,0.439,14.6,,0.678,0.13,0.241,0.195,0.112,0.322,,0.478,0.67,0.434,0.453,0.396,0.355,,0.462,0.72,,0.001,1,,0.149,0.436,,1,0
4,Nic Claxton,24,46,1356,0.621,3.7,,0.99,0.59,0.341,0.048,0.01,0.01,,0.625,0.754,0.455,0.263,0.5,0.25,,0.704,1.0,,0.29,101,,1.0,0.25,,0,0
5,Dorian Finney-Smith,30,47,1310,0.409,18.0,,0.326,0.207,0.097,0.011,0.011,0.674,,0.483,0.6,0.257,0.75,0.0,0.373,,0.772,0.978,,0.058,17,,0.344,0.405,,2,0
6,Royce O'Neale,30,49,1202,0.388,22.6,,0.185,0.098,0.065,0.022,0.0,0.815,,0.483,0.531,0.381,0.571,,0.366,,0.69,0.928,,0.009,2,,0.151,0.45,,6,0
7,Cameron Johnson,27,43,1199,0.446,17.4,,0.442,0.161,0.134,0.083,0.064,0.558,,0.519,0.737,0.397,0.385,0.4,0.388,,0.583,0.961,,0.032,13,,0.346,0.44,,1,0
8,Dennis Smith Jr.,26,40,791,0.433,10.7,,0.72,0.375,0.23,0.042,0.073,0.28,,0.495,0.684,0.317,0.182,0.263,0.274,,0.441,0.9,,0.073,17,,0.301,0.409,,1,0
9,Lonnie Walker IV,25,36,649,0.464,17.3,,0.455,0.179,0.122,0.063,0.091,0.545,,0.503,0.649,0.41,0.5,0.345,0.431,,0.493,0.733,,0.022,4,,0.241,0.524,,0,0
10,Day'Ron Sharpe,22,41,641,0.58,3.5,,0.961,0.643,0.304,0.01,0.005,0.039,,0.593,0.699,0.397,0.0,0.0,0.25,,0.653,1.0,,0.188,36,,0.25,0.5,,0,0
11,Trendon Watford,23,39,463,0.545,9.3,,0.796,0.287,0.425,0.06,0.024,0.204,,0.586,0.75,0.507,0.5,0.25,0.382,,0.462,0.923,,0.024,4,,0.353,0.333,,0,0
12,Ben Simmons,27,14,345,0.569,3.3,,1.0,0.639,0.306,0.056,0.0,0.0,,0.569,0.739,0.273,0.25,,,,0.585,,,0.139,10,,,,,0,0
13,Jalen Wilson,23,18,238,0.5,12.7,,0.645,0.242,0.258,0.113,0.032,0.355,,0.5,0.667,0.438,0.429,0.0,0.5,,0.55,1.0,,0.0,0,,0.318,0.429,,0,0
14,Dennis Schröder,30,5,128,0.308,16.2,,0.596,0.077,0.212,0.173,0.135,0.404,,0.29,0.25,0.273,0.444,0.143,0.333,,0.333,0.714,,0.0,0,,0.19,0.75,,0,0
15,Armoni Brooks,25,10,104,0.326,20.0,,0.304,0.109,0.152,0.022,0.022,0.696,,0.286,0.0,0.571,0.0,0.0,0.344,,0.75,0.909,,0.0,0,,0.063,0.0,,0,0
16,Harry Giles,25,16,81,0.5,9.8,,0.75,0.386,0.25,0.068,0.045,0.25,,0.576,0.647,0.545,0.333,0.5,0.273,,0.684,1.0,,0.136,5,,0.273,0.333,,0,0
17,Noah Clowney,19,7,69,0.611,7.7,,0.778,0.444,0.333,0.0,0.0,0.222,,0.714,1.0,0.333,,,0.25,,0.7,1.0,,0.167,3,,0.75,0.0,,0,0
18,Keon Johnson,21,3,47,0.375,17.8,,0.5,0.188,0.063,0.063,0.188,0.5,,0.25,0.333,0.0,0.0,0.333,0.5,,1.0,1.0,,0.063,1,,0.125,1.0,,0,0
19,Dariq Whitehead,19,2,24,0.2,17.6,,0.4,0.0,0.4,0.0,0.0,0.6,,0.5,,0.5,,,0.0,,1.0,,,0.0,0,,0.333,0.0,,0,0
20,Keita Bates-Diop,28,3,20,0.8,10.5,,0.8,0.2,0.4,0.2,0.0,0.2,,0.75,1.0,0.5,1.0,,1.0,,0.667,1.0,,0.0,0,,0.0,,,0,0
